日期,收盘,开盘,高,低,交易量,涨跌幅
2019年8月31日,9594.40 ,9585.50 ,9677.50 ,9457.30 ,311.49K,0.09%
2019年8月30日,9585.40 ,9494.10 ,9675.70 ,9370.20 ,413.92K,0.99%
2019年8月29日,9491.00 ,9729.10 ,9729.10 ,9343.00 ,509.13K,-2.45%
2019年8月28日,9729.40 ,10184.70 ,10271.30 ,9629.60 ,580.29K,-4.47%
2019年8月27日,10184.80 ,10372.20 ,10387.60 ,10060.20 ,419.81K,-1.80%
2019年8月26日,10371.80 ,10136.00 ,10568.20 ,10136.00 ,568.77K,2.32%
2019年8月25日,10136.30 ,10132.10 ,10307.00 ,9935.20 ,422.53K,0.05%
2019年8月24日,10131.00 ,10389.40 ,10415.90 ,9917.50 ,463.85K,-2.48%
2019年8月23日,10388.70 ,10104.90 ,10434.30 ,9921.40 ,436.26K,2.81%
2019年8月22日,10105.00 ,10141.10 ,10218.20 ,9777.00 ,520.75K,-0.36%
2019年8月21日,10141.50 ,10753.30 ,10797.80 ,9908.00 ,717.65K,-5.68%
2019年8月20日,10752.60 ,10911.20 ,10941.60 ,10581.00 ,515.47K,-1.45%
2019年8月19日,10910.70 ,10312.80 ,10923.90 ,10267.80 ,519.01K,5.80%
2019年8月18日,10312.70 ,10219.30 ,10494.90 ,10086.70 ,441.11K,0.93%
2019年8月17日,10218.10 ,10335.50 ,10460.70 ,10016.30 ,497.77K,-1.14%
2019年8月16日,10335.60 ,10300.90 ,10734.00 ,9788.60 ,798.67K,0.31%
2019年8月15日,10303.40 ,10053.30 ,10448.20 ,9580.10 ,930.05K,2.53%
2019年8月14日,10049.40 ,10894.20 ,10894.50 ,9965.50 ,745.59K,-7.74%
2019年8月13日,10892.90 ,11395.00 ,11445.60 ,10793.20 ,540.78K,-4.40%
2019年8月12日,11394.20 ,11505.10 ,11508.60 ,11267.30 ,391.08K,-1.07%
2019年8月11日,11517.20 ,11314.60 ,11728.40 ,11146.10 ,435.83K,1.79%
2019年8月10日,11314.50 ,12090.50 ,12185.00 ,11281.60 ,570.74K,-6.41%
2019年8月9日,12089.80 ,12190.00 ,12225.30 ,11885.00 ,558.72K,-0.84%
2019年8月8日,12191.60 ,12015.90 ,12236.60 ,11727.00 ,592.15K,1.48%
2019年8月7日,12013.90 ,11481.00 ,12114.50 ,11406.40 ,702.85K,4.64%
2019年8月6日,11480.90 ,11817.60 ,12291.90 ,11237.00 ,807.58K,-2.84%
2019年8月5日,11816.80 ,10934.80 ,11922.30 ,10934.80 ,769.63K,8.07%
2019年8月4日,10934.60 ,10816.10 ,11017.70 ,10568.80 ,585.71K,1.10%
2019年8月3日,10815.70 ,10519.90 ,10893.60 ,10504.50 ,508.75K,2.81%
2019年8月2日,10520.10 ,10380.50 ,10664.80 ,10330.50 ,578.29K,1.35%
2019年8月1日,10380.00 ,10081.90 ,10459.00 ,9890.60 ,608.37K,2.96%
2019年7月31日,10082.00 ,9580.30 ,10100.00 ,9562.40 ,589.84K,5.23%
2019年7月30日,9580.70 ,9580.00 ,9703.00 ,9483.00 ,511.51K,0.00%
2019年7月29日,9580.90 ,9728.50 ,9835.40 ,9502.50 ,510.90K,-1.51%
2019年7月28日,9727.80 ,9491.10 ,9798.50 ,9401.10 ,518.59K,2.48%
2019年7月27日,9492.10 ,9830.40 ,10232.30 ,9389.10 ,661.89K,-3.45%
2019年7月26日,9831.00 ,9945.20 ,10436.10 ,9724.20 ,493.75K,-1.15%
2019年7月25日,9945.30 ,9804.70 ,10203.50 ,9776.60 ,545.85K,1.44%
2019年7月24日,9804.30 ,9887.20 ,9945.30 ,9584.00 ,639.54K,-0.85%
2019年7月23日,9888.70 ,10412.80 ,10414.70 ,9865.40 ,663.38K,-5.03%
2019年7月22日,10412.50 ,10715.10 ,10806.30 ,10196.50 ,591.27K,-2.82%
2019年7月21日,10714.40 ,10827.00 ,10883.80 ,10442.50 ,562.17K,-1.04%
2019年7月20日,10826.70 ,10571.90 ,11155.60 ,10462.00 ,668.94K,2.41%
2019年7月19日,10571.50 ,10651.60 ,10758.40 ,10160.70 ,727.79K,-0.75%
2019年7月18日,10651.40 ,9723.10 ,10787.10 ,9390.00 ,974.49K,9.55%
2019年7月17日,9723.20 ,9425.10 ,9983.60 ,9082.60 ,1.03M,3.17%
2019年7月16日,9424.80 ,10844.00 ,11019.50 ,9375.30 ,1.05M,-13.10%
2019年7月15日,10845.90 ,10199.90 ,11064.70 ,9885.40 ,956.52K,6.33%
2019年7月14日,10200.10 ,11364.30 ,11448.70 ,10128.90 ,840.76K,-10.25%
2019年7月13日,11364.90 ,11762.80 ,11798.40 ,10839.40 ,747.71K,-3.38%
2019年7月12日,11762.10 ,11343.70 ,11881.40 ,11109.80 ,738.17K,3.70%
2019年7月11日,11342.30 ,12111.60 ,12111.60 ,11029.00 ,943.13K,-6.34%
2019年7月10日,12110.60 ,12542.80 ,13134.40 ,11594.90 ,1.11M,-3.44%
2019年7月9日,12541.50 ,12250.60 ,12772.90 ,12111.20 ,847.84K,2.36%
2019年7月8日,12252.60 ,11415.80 ,12332.30 ,11304.80 ,695.60K,7.33%
2019年7月7日,11415.90 ,11267.90 ,11524.60 ,11108.10 ,601.93K,1.31%
2019年7月6日,11268.00 ,10969.80 ,11650.20 ,10967.90 ,688.96K,2.71%
2019年7月5日,10970.20 ,11159.70 ,11381.80 ,10810.30 ,772.67K,-1.73%
2019年7月4日,11163.10 ,11899.30 ,11948.00 ,11087.10 ,840.34K,-6.20%
2019年7月3日,11900.80 ,10835.90 ,11931.80 ,10835.90 ,998.73K,9.83%
2019年7月2日,10835.90 ,10615.50 ,10923.50 ,9728.50 ,1.12M,2.07%
2019年7月1日,10616.60 ,10821.40 ,11254.50 ,10041.60 ,1.04M,-1.87%
2019年6月30日,10818.60 ,11906.00 ,12179.30 ,10765.40 ,880.77K,-9.14%
2019年6月29日,11906.50 ,12408.00 ,12422.90 ,11490.80 ,834.62K,-4.05%
2019年6月28日,12409.10 ,11288.40 ,12461.80 ,10970.50 ,1.09M,9.93%
2019年6月27日,11287.80 ,13062.40 ,13422.00 ,10493.50 ,1.59M,-13.59%
2019年6月26日,13063.80 ,11811.60 ,13929.80 ,11747.30 ,1.48M,10.62%
2019年6月25日,11809.90 ,11046.60 ,11833.90 ,11033.70 ,781.09K,6.91%
2019年6月24日,11046.40 ,10897.30 ,11114.40 ,10622.60 ,566.96K,1.37%
2019年6月23日,10897.10 ,10721.50 ,11361.30 ,10557.80 ,683.79K,1.64%
2019年6月22日,10721.70 ,10178.10 ,11160.50 ,10031.30 ,1.09M,5.33%
2019年6月21日,10179.30 ,9517.70 ,10184.30 ,9517.40 ,769.12K,6.96%
2019年6月20日,9517.00 ,9255.00 ,9583.90 ,9188.40 ,693.62K,2.83%
2019年6月19日,9255.40 ,9080.70 ,9295.10 ,9044.00 ,587.57K,1.93%
2019年6月18日,9080.60 ,9318.90 ,9336.10 ,8962.70 ,723.17K,-2.56%
2019年6月17日,9318.80 ,8961.00 ,9438.10 ,8959.80 ,738.80K,3.98%
2019年6月16日,8962.50 ,8812.20 ,9332.00 ,8771.10 ,849.77K,1.70%
2019年6月15日,8812.50 ,8655.80 ,8856.70 ,8582.30 ,608.69K,1.81%
2019年6月14日,8656.10 ,8218.60 ,8685.30 ,8153.20 ,643.17K,5.32%
2019年6月13日,8219.00 ,8132.40 ,8306.10 ,8028.60 ,574.21K,1.06%
2019年6月12日,8133.10 ,7888.00 ,8198.10 ,7805.80 ,607.89K,3.11%
2019年6月11日,7888.00 ,7987.80 ,8010.40 ,7714.50 ,579.00K,-1.25%
2019年6月10日,7987.80 ,7635.00 ,8012.80 ,7523.60 ,641.38K,4.62%
2019年6月9日,7635.00 ,7901.60 ,7937.50 ,7516.90 ,554.48K,-3.37%
2019年6月8日,7901.40 ,7985.30 ,8044.40 ,7770.50 ,485.81K,-1.05%
2019年6月7日,7985.20 ,7785.80 ,8099.40 ,7749.40 ,588.87K,2.57%
2019年6月6日,7784.90 ,7779.60 ,7861.40 ,7480.40 ,651.82K,0.08%
2019年6月5日,7779.10 ,7685.60 ,7885.00 ,7590.40 ,762.94K,1.22%
2019年6月4日,7685.50 ,8118.10 ,8118.10 ,7494.00 ,966.95K,-5.41%
2019年6月3日,8124.80 ,8728.60 ,8734.90 ,8102.70 ,739.45K,-6.92%
2019年6月2日,8728.60 ,8545.80 ,8807.70 ,8534.80 ,614.54K,2.14%
2019年6月1日,8545.70 ,8556.90 ,8615.80 ,8454.00 ,686.75K,-0.15%
2019年5月31日,8558.30 ,8271.40 ,8578.80 ,8135.00 ,858.41K,3.46%
2019年5月30日,8271.90 ,8647.80 ,9045.90 ,8054.70 ,1.04M,-4.35%
2019年5月29日,8647.80 ,8715.60 ,8747.20 ,8435.30 ,15.43M,-0.79%
2019年5月28日,8716.30 ,8759.40 ,8794.10 ,8568.80 ,763.20K,-0.50%
2019年5月27日,8760.10 ,8628.90 ,8902.80 ,8607.30 ,907.96K,1.51%
2019年5月26日,8630.20 ,8029.60 ,8718.60 ,7866.50 ,872.12K,7.51%
2019年5月25日,8027.40 ,7971.40 ,8090.10 ,7919.10 ,691.27K,0.72%
2019年5月24日,7970.10 ,7852.80 ,8124.10 ,7775.40 ,868.47K,1.50%
2019年5月23日,7852.10 ,7637.20 ,7939.10 ,7486.80 ,815.14K,2.83%
2019年5月22日,7635.70 ,7928.70 ,7999.00 ,7545.90 ,821.40K,-3.72%
2019年5月21日,7930.30 ,7965.00 ,8056.80 ,7813.20 ,804.88K,-0.44%
2019年5月20日,7965.30 ,8156.40 ,8156.40 ,7604.00 ,958.81K,-2.35%
2019年5月19日,8157.20 ,7261.90 ,8253.40 ,7252.30 ,1.08M,12.32%
2019年5月18日,7262.60 ,7359.90 ,7458.50 ,7189.40 ,865.53K,-1.32%
2019年5月17日,7359.50 ,7871.90 ,7924.00 ,6998.60 ,1.43M,-6.51%
2019年5月16日,7871.80 ,8164.80 ,8293.30 ,7720.40 ,1.18M,-3.59%
2019年5月15日,8164.60 ,7994.80 ,8225.30 ,7856.50 ,1.13M,2.13%
2019年5月14日,7994.60 ,7806.40 ,8323.90 ,7674.00 ,1.33M,2.42%
2019年5月13日,7806.00 ,6984.70 ,8058.30 ,6893.10 ,1.20M,11.76%
2019年5月12日,6984.80 ,7190.00 ,7518.90 ,6802.60 ,1.35M,-2.86%
2019年5月11日,7190.30 ,6386.60 ,7373.80 ,6386.50 ,1.31M,12.59%
2019年5月10日,6386.00 ,6194.30 ,6466.60 ,6157.80 ,907.94K,3.14%
2019年5月9日,6191.50 ,5990.50 ,6206.00 ,5990.00 ,799.96K,3.36%
2019年5月8日,5990.30 ,5849.40 ,6011.30 ,5799.10 ,757.13K,2.41%
2019年5月7日,5849.50 ,5745.50 ,6019.80 ,5745.50 ,955.88K,1.82%
2019年5月6日,5745.10 ,5775.10 ,5801.40 ,5630.50 ,755.39K,-0.52%
2019年5月5日,5774.90 ,5830.80 ,5838.20 ,5708.20 ,709.02K,-0.96%
2019年5月4日,5830.90 ,5768.00 ,5899.20 ,5605.00 ,920.61K,1.11%
2019年5月3日,5766.80 ,5493.60 ,5844.20 ,5478.70 ,1.04M,4.97%
2019年5月2日,5493.80 ,5384.60 ,5530.80 ,5370.00 ,722.23K,2.04%
2019年5月1日,5384.20 ,5321.10 ,5396.30 ,5319.50 ,623.64K,1.19%
2019年4月30日,5320.80 ,5235.40 ,5336.60 ,5195.90 ,697.42K,1.64%
2019年4月29日,5235.00 ,5302.40 ,5322.90 ,5188.90 ,775.82K,-1.27%
2019年4月28日,5302.30 ,5265.70 ,5332.50 ,5234.40 ,681.41K,0.69%
2019年4月27日,5265.90 ,5298.20 ,5318.10 ,5225.40 ,833.13K,-0.61%
2019年4月26日,5298.30 ,5209.20 ,5469.30 ,5159.30 ,1.03M,1.71%
2019年4月25日,5209.10 ,5415.60 ,5528.20 ,5137.40 ,955.36K,-3.81%
2019年4月24日,5415.60 ,5511.20 ,5589.60 ,5346.80 ,994.04K,-1.74%
2019年4月23日,5511.60 ,5346.50 ,5594.40 ,5291.40 ,900.00K,3.08%
2019年4月22日,5346.70 ,5248.20 ,5370.20 ,5170.20 ,920.77K,1.97%
2019年4月21日,5243.50 ,5290.20 ,5308.20 ,5189.80 ,811.41K,-0.88%
2019年4月20日,5290.20 ,5241.00 ,5327.00 ,5240.20 ,782.32K,0.94%
2019年4月19日,5241.00 ,5264.80 ,5282.40 ,5192.10 ,787.09K,-0.45%
2019年4月18日,5264.70 ,5208.30 ,5293.10 ,5205.00 ,727.97K,1.08%
2019年4月17日,5208.30 ,5182.10 ,5230.90 ,5165.50 ,806.52K,0.53%
2019年4月16日,5180.90 ,5031.40 ,5198.40 ,5014.40 ,631.05K,2.95%
2019年4月15日,5032.30 ,5135.10 ,5168.00 ,4964.20 ,688.20K,-2.00%
2019年4月14日,5134.80 ,5052.00 ,5153.50 ,5010.70 ,566.38K,1.64%
2019年4月13日,5051.80 ,5054.20 ,5093.40 ,5011.60 ,577.16K,-0.05%
2019年4月12日,5054.20 ,5022.70 ,5080.50 ,4889.20 ,779.14K,0.63%
2019年4月11日,5022.60 ,5307.70 ,5337.00 ,4948.00 ,943.49K,-5.37%
2019年4月10日,5307.80 ,5158.40 ,5404.10 ,5142.90 ,837.51K,2.89%
2019年4月9日,5158.40 ,5245.00 ,5245.90 ,5095.20 ,784.62K,-1.65%
2019年4月8日,5245.20 ,5173.50 ,5300.60 ,5060.50 ,928.23K,1.38%
2019年4月7日,5173.60 ,5046.10 ,5219.50 ,5033.70 ,841.27K,2.53%
2019年4月6日,5046.20 ,5010.00 ,5198.40 ,4947.90 ,952.18K,0.72%
2019年4月5日,5010.20 ,4902.50 ,5029.40 ,4888.30 ,851.72K,2.20%
2019年4月4日,4902.40 ,4968.70 ,5042.50 ,4789.20 ,1.05M,-1.33%
2019年4月3日,4968.70 ,4859.30 ,5278.40 ,4814.00 ,13.83M,2.25%
2019年4月2日,4859.30 ,4145.10 ,4899.60 ,4143.50 ,14.77M,17.23%
2019年4月1日,4145.10 ,4102.30 ,4159.10 ,4076.80 ,3.22M,1.04%
2019年3月31日,4102.30 ,4111.80 ,4121.90 ,4082.20 ,2.43M,-0.23%
2019年3月30日,4111.80 ,4103.70 ,4138.10 ,4057.10 ,2.55M,0.23%
2019年3月29日,4102.20 ,4025.70 ,4123.10 ,4022.60 ,3.30M,1.90%
2019年3月28日,4025.60 ,4041.70 ,4041.70 ,4008.40 ,2.11M,-0.40%
2019年3月27日,4041.70 ,3942.80 ,4043.30 ,3936.20 ,2.78M,2.51%
2019年3月26日,3942.80 ,3937.10 ,3950.70 ,3899.90 ,2.53M,0.15%
2019年3月25日,3937.00 ,3994.80 ,4000.50 ,3897.90 ,2.86M,-1.44%
2019年3月24日,3994.70 ,4002.60 ,4005.70 ,3967.00 ,2.04M,-0.20%
2019年3月23日,4002.50 ,3990.40 ,4018.20 ,3980.80 ,2.00M,0.30%
2019年3月22日,3990.40 ,3982.20 ,4005.70 ,3971.80 ,2.83M,0.21%
2019年3月21日,3982.20 ,4041.20 ,4064.00 ,3923.80 ,3.88M,-1.46%
2019年3月20日,4041.20 ,4017.00 ,4050.00 ,3985.30 ,3.18M,0.60%
2019年3月19日,4017.00 ,3990.20 ,4029.90 ,3972.40 ,2.99M,0.67%
2019年3月18日,3990.20 ,3981.50 ,4032.30 ,3958.50 ,2.62M,0.22%
2019年3月17日,3981.50 ,4006.40 ,4009.80 ,3956.30 ,1.87M,-0.62%
2019年3月16日,4006.40 ,3924.40 ,4050.60 ,3923.70 ,3.46M,2.09%
2019年3月15日,3924.30 ,3879.00 ,3935.70 ,3874.80 ,3.11M,1.17%
2019年3月14日,3879.00 ,3865.10 ,3914.70 ,3828.40 ,2.86M,0.36%
2019年3月13日,3865.10 ,3885.90 ,3894.70 ,3847.40 ,2.28M,-0.54%
2019年3月12日,3886.00 ,3870.30 ,3900.10 ,3817.10 ,2.90M,0.41%
2019年3月11日,3870.30 ,3915.20 ,3935.50 ,3842.40 ,3.19M,-1.15%
2019年3月10日,3915.20 ,3944.40 ,3944.50 ,3889.20 ,1.89M,-0.74%
2019年3月9日,3944.30 ,3865.60 ,3964.00 ,3859.70 ,2.48M,2.03%
2019年3月8日,3865.90 ,3875.10 ,3929.00 ,3810.70 ,2.96M,-0.24%
2019年3月7日,3875.10 ,3863.10 ,3907.40 ,3847.90 ,2.60M,0.32%
2019年3月6日,3863.00 ,3857.20 ,3887.30 ,3816.70 ,2.52M,0.15%
2019年3月5日,3857.20 ,3715.90 ,3873.20 ,3705.70 ,3.82M,3.80%
2019年3月4日,3715.90 ,3809.70 ,3828.40 ,3681.80 ,2.85M,-2.45%
2019年3月3日,3809.50 ,3823.20 ,3836.60 ,3789.70 ,1.51M,-0.36%
2019年3月2日,3823.10 ,3821.90 ,3843.20 ,3783.60 ,1.61M,0.03%
2019年3月1日,3821.90 ,3816.70 ,3855.80 ,3816.40 ,1.74M,0.14%
2019年2月28日,3816.60 ,3814.60 ,3883.70 ,3783.30 ,2.31M,0.05%
2019年2月27日,3814.60 ,3810.30 ,3836.40 ,3701.90 ,2.82M,0.11%
2019年2月26日,3810.30 ,3833.50 ,3845.50 ,3775.00 ,2.09M,-0.61%
2019年2月25日,3833.70 ,3755.70 ,3870.70 ,3753.80 ,765.87K,2.09%
2019年2月24日,3755.20 ,4120.50 ,4194.20 ,3738.70 ,977.78K,-8.86%
2019年2月23日,4120.40 ,3965.20 ,4152.60 ,3939.40 ,727.85K,3.91%
2019年2月22日,3965.20 ,3937.40 ,3983.10 ,3931.70 ,649.55K,0.73%
2019年2月21日,3936.60 ,3972.00 ,4011.50 ,3909.20 ,668.16K,-0.90%
2019年2月20日,3972.40 ,3914.30 ,3983.60 ,3881.20 ,698.01K,1.48%
2019年2月19日,3914.30 ,3896.40 ,3993.80 ,3863.70 ,1.44M,0.47%
2019年2月18日,3896.00 ,3664.20 ,3903.70 ,3655.10 ,933.15K,6.33%
2019年2月17日,3664.20 ,3616.80 ,3689.90 ,3607.90 ,580.51K,1.31%
2019年2月16日,3616.80 ,3604.70 ,3641.90 ,3599.70 ,485.63K,0.34%
2019年2月15日,3604.70 ,3592.60 ,3648.30 ,3581.40 ,516.21K,0.34%
2019年2月14日,3592.60 ,3611.50 ,3624.50 ,3580.20 ,498.14K,-0.52%
2019年2月13日,3611.50 ,3632.00 ,3663.50 ,3599.20 ,558.02K,-0.56%
2019年2月12日,3632.00 ,3631.80 ,3656.40 ,3594.40 ,545.82K,0.01%
2019年2月11日,3631.80 ,3678.80 ,3681.10 ,3623.80 ,517.28K,-1.28%
2019年2月10日,3679.00 ,3661.00 ,3680.60 ,3617.10 ,501.90K,0.48%
2019年2月9日,3661.40 ,3661.60 ,3675.30 ,3633.20 ,454.80K,-0.01%
2019年2月8日,3661.70 ,3397.30 ,3721.10 ,3382.50 ,699.23K,7.77%
2019年2月7日,3397.70 ,3404.90 ,3421.80 ,3390.30 ,471.36K,-0.20%
2019年2月6日,3404.30 ,3468.50 ,3478.00 ,3383.90 ,514.21K,-1.85%
2019年2月5日,3468.40 ,3463.00 ,3485.90 ,3450.30 ,460.95K,0.16%
2019年2月4日,3462.80 ,3459.00 ,3479.70 ,3437.10 ,503.92K,0.11%
2019年2月3日,3459.10 ,3502.30 ,3507.80 ,3431.30 ,451.66K,-1.24%
2019年2月2日,3502.50 ,3467.90 ,3514.50 ,3447.80 ,443.60K,1.00%
2019年2月1日,3467.90 ,3437.70 ,3485.70 ,3415.30 ,481.58K,0.90%
2019年1月31日,3437.20 ,3460.00 ,3484.70 ,3427.00 ,477.07K,-0.66%
2019年1月30日,3460.00 ,3414.60 ,3479.00 ,3394.20 ,600.25K,1.32%
2019年1月29日,3414.80 ,3442.80 ,3450.10 ,3368.20 ,585.46K,-0.81%
2019年1月28日,3442.80 ,3555.80 ,3561.20 ,3395.70 ,620.85K,-3.17%
2019年1月27日,3555.60 ,3570.90 ,3583.20 ,3509.20 ,464.02K,-0.43%
2019年1月26日,3570.90 ,3572.00 ,3652.50 ,3556.10 ,432.55K,-0.03%
2019年1月25日,3572.00 ,3574.30 ,3582.60 ,3542.20 ,448.89K,-0.06%
2019年1月24日,3574.30 ,3561.40 ,3587.00 ,3539.70 ,428.60K,0.36%
2019年1月23日,3561.50 ,3580.10 ,3608.30 ,3532.80 ,445.87K,-0.52%
2019年1月22日,3580.10 ,3536.90 ,3607.90 ,3465.20 ,447.70K,1.23%
2019年1月21日,3536.70 ,3542.70 ,3561.40 ,3505.40 ,394.17K,-0.16%
2019年1月20日,3542.30 ,3676.20 ,3699.10 ,3503.90 ,563.31K,-3.68%
2019年1月19日,3677.80 ,3605.80 ,3715.20 ,3604.10 ,537.06K,2.00%
2019年1月18日,3605.60 ,3626.30 ,3627.90 ,3575.70 ,488.16K,-0.57%
2019年1月17日,3626.40 ,3588.10 ,3636.70 ,3554.80 ,525.10K,1.07%
2019年1月16日,3588.00 ,3570.60 ,3644.10 ,3561.40 ,487.34K,0.47%
2019年1月15日,3571.30 ,3637.50 ,3660.80 ,3545.70 ,544.85K,-1.84%
2019年1月14日,3638.10 ,3490.40 ,3672.00 ,3490.40 ,539.93K,4.24%
2019年1月13日,3490.20 ,3597.30 ,3617.60 ,3473.20 ,452.79K,-2.98%
2019年1月12日,3597.20 ,3616.60 ,3633.90 ,3561.30 ,435.06K,-0.53%
2019年1月11日,3616.50 ,3603.30 ,3655.70 ,3563.10 ,551.64K,0.35%
2019年1月10日,3603.70 ,3978.90 ,4007.70 ,3562.10 ,697.31K,-9.41%
2019年1月9日,3978.00 ,3971.00 ,4014.20 ,3957.50 ,473.42K,0.17%
2019年1月8日,3971.00 ,3985.80 ,4070.50 ,3943.10 ,514.08K,-0.37%
2019年1月7日,3985.90 ,4004.30 ,4028.00 ,3945.50 ,500.88K,-0.45%
2019年1月6日,4004.10 ,3785.70 ,4034.10 ,3758.50 ,529.89K,5.78%
2019年1月5日,3785.40 ,3802.80 ,3846.70 ,3769.00 ,468.45K,-0.46%
2019年1月4日,3802.70 ,3780.50 ,3823.90 ,3720.00 ,488.70K,0.60%
2019年1月3日,3780.10 ,3874.10 ,3875.80 ,3753.00 ,450.32K,-2.42%
2019年1月2日,3873.80 ,3809.70 ,3894.80 ,3768.10 ,554.47K,1.69%
2019年1月1日,3809.40 ,3709.50 ,3814.30 ,3664.40 ,469.11K,2.69%
2018年12月31日,3709.40 ,3815.10 ,3819.60 ,3658.80 ,545.83K,-2.77%
2018年12月30日,3815.00 ,3708.20 ,3837.70 ,3682.50 ,519.17K,2.92%
2018年12月29日,3706.80 ,3861.60 ,3899.60 ,3696.00 ,505.41K,-4.01%
2018年12月28日,3861.60 ,3587.10 ,3900.30 ,3565.50 ,565.24K,7.66%
2018年12月27日,3586.90 ,3793.40 ,3822.60 ,3560.80 ,543.44K,-5.45%
2018年12月26日,3793.70 ,3762.80 ,3841.90 ,3680.30 ,567.11K,0.83%
2018年12月25日,3762.50 ,4025.60 ,4030.70 ,3676.50 ,670.94K,-6.55%
2018年12月24日,4026.10 ,3944.50 ,4208.20 ,3941.90 ,716.29K,2.07%
2018年12月23日,3944.40 ,3964.30 ,4037.10 ,3904.60 ,572.21K,-0.50%
2018年12月22日,3964.40 ,3850.90 ,3977.20 ,3803.70 ,554.59K,2.95%
2018年12月21日,3850.90 ,4075.20 ,4153.10 ,3786.90 ,748.76K,-5.52%
2018年12月20日,4076.00 ,3687.20 ,4140.30 ,3665.80 ,958.58K,10.55%
2018年12月19日,3687.10 ,3668.10 ,3924.70 ,3647.50 ,792.40K,0.52%
2018年12月18日,3668.00 ,3526.00 ,3683.10 ,3456.90 ,698.53K,4.02%
2018年12月17日,3526.10 ,3248.30 ,3597.40 ,3243.10 ,534.78K,8.57%
2018年12月16日,3247.90 ,3228.60 ,3305.00 ,3225.90 ,335.69K,0.60%
2018年12月15日,3228.70 ,3247.80 ,3282.30 ,3177.00 ,332.95K,-0.59%
2018年12月14日,3247.80 ,3315.40 ,3336.60 ,3199.10 ,445.56K,-2.04%
2018年12月13日,3315.30 ,3466.20 ,3474.40 ,3284.80 ,435.89K,-4.35%
2018年12月12日,3466.10 ,3390.20 ,3510.20 ,3379.40 ,391.17K,1.72%
2018年12月11日,3407.70 ,3460.40 ,3485.90 ,3349.90 ,418.53K,-1.53%
2018年12月10日,3460.50 ,3566.90 ,3622.40 ,3412.70 ,394.49K,-3.00%
2018年12月9日,3567.50 ,3430.30 ,3677.60 ,3424.20 ,327.93K,4.00%
2018年12月8日,3430.40 ,3422.30 ,3507.70 ,3302.90 ,424.40K,0.24%
2018年12月7日,3422.20 ,3508.90 ,3626.60 ,3251.80 ,639.33K,-2.46%
2018年12月6日,3508.60 ,3771.40 ,3887.20 ,3505.70 ,467.54K,-6.97%
2018年12月5日,3771.60 ,3958.10 ,3974.10 ,3765.20 ,341.60K,-4.72%
2018年12月4日,3958.50 ,3899.90 ,4082.90 ,3809.30 ,326.71K,1.56%
2018年12月3日,3897.80 ,4160.30 ,4177.00 ,3839.90 ,355.10K,-6.31%
2018年12月2日,4160.40 ,4196.20 ,4316.10 ,4105.30 ,298.63K,-0.85%
2018年12月1日,4196.20 ,4038.70 ,4299.10 ,3967.10 ,316.30K,3.87%
2018年11月30日,4039.70 ,4296.80 ,4340.60 ,3954.50 ,444.52K,-5.98%
2018年11月29日,4296.50 ,4265.50 ,4440.10 ,4140.60 ,414.46K,0.73%
2018年11月28日,4265.40 ,3866.40 ,4391.80 ,3866.40 ,533.04K,10.32%
2018年11月27日,3866.50 ,3840.30 ,3920.60 ,3687.80 ,457.27K,0.77%
2018年11月26日,3837.00 ,4061.00 ,4179.00 ,3679.80 ,571.04K,-5.54%
2018年11月25日,4062.20 ,3920.30 ,4198.40 ,3634.20 ,619.95K,3.62%
2018年11月24日,3920.40 ,4397.30 ,4494.60 ,3821.50 ,382.72K,-10.86%
2018年11月23日,4398.00 ,4360.90 ,4455.60 ,4223.70 ,348.99K,0.96%
2018年11月22日,4356.00 ,4646.40 ,4695.70 ,4346.70 ,261.85K,-6.09%
2018年11月21日,4638.70 ,4523.00 ,4743.70 ,4393.00 ,412.74K,2.52%
2018年11月20日,4524.60 ,4883.60 ,5013.40 ,4272.30 ,714.08K,-7.36%
2018年11月19日,4883.80 ,5660.40 ,5662.50 ,4831.10 ,478.26K,-13.69%
2018年11月18日,5658.30 ,5621.00 ,5727.90 ,5615.50 ,158.68K,0.65%
2018年11月17日,5621.80 ,5636.20 ,5645.50 ,5561.40 ,156.51K,-0.26%
2018年11月16日,5636.20 ,5723.50 ,5747.70 ,5539.70 ,224.12K,-1.45%
2018年11月15日,5718.90 ,5854.00 ,5878.50 ,5384.10 ,375.86K,-2.11%
2018年11月14日,5842.40 ,6428.90 ,6453.30 ,5619.20 ,438.21K,-9.13%
2018年11月13日,6429.20 ,6435.00 ,6466.80 ,6386.70 ,137.60K,-0.09%
2018年11月12日,6435.00 ,6445.00 ,6475.90 ,6409.40 ,130.16K,-0.17%
2018年11月11日,6446.10 ,6427.10 ,6451.70 ,6359.00 ,127.40K,0.30%
2018年11月10日,6427.10 ,6411.90 ,6461.70 ,6411.70 ,115.87K,0.24%
2018年11月9日,6412.00 ,6473.80 ,6496.10 ,6390.00 ,151.60K,-0.96%
2018年11月8日,6474.00 ,6565.30 ,6577.30 ,6466.30 ,159.30K,-1.39%
2018年11月7日,6565.30 ,6503.10 ,6594.30 ,6502.00 ,170.76K,0.96%
2018年11月6日,6502.80 ,6460.40 ,6509.60 ,6441.60 ,154.87K,0.67%
2018年11月5日,6459.70 ,6478.20 ,6489.20 ,6431.70 ,128.51K,-0.29%
